gene,arm
CXCL13,4q
CXCL2,4q
CXCL3,4q
CXCL5,4q
CXCL6,4q
CXCL8,4q
CXCL9,4q
CXXC4,4q
CXXC4-AS1,4q
CYP2U1,4q
CYP2U1-AS1,4q
CYP4V2,4q
CYTL1,4p
DANCR,4q
DAPP1,4q
DBET,4q
DCAF16,4p
DCAF4L1,4p
DCHS2,4q
DCK,4q
DCLK2,4q
DCTD,4q
DCUN1D4,4q
DDIT4L,4q
DDX60,4q
DDX60L,4q
DEFB131A,4p
DGKQ,4p
DHX15,4p
DKK2,4q
DMP1,4q
DNAJB14,4q
DOK7,4p
DRD5,4p
DSPP,4q
DTHD1,4p
DUX4,4q
EDNRA,4q
EGF,4q
EIF4E,4q
ELF2,4q
ELMOD2,4q
ELOVL6,4q
EMCN,4q
ENAM,4q
ENOPH1,4q
ENPEP,4q
ENPP6,4q
EPGN,4q
EPHA5,4q
EPHA5-AS1,4q
EREG,4q
ERVMER34-1,4q
ETFDH,4q
ETNPPL,4q
EVC,4p
EVC2,4p
EXOC1,4q
EXOC1L,4q
EXOSC9,4q
F11,4q
F11-AS1,4q
FABP2,4q
FAM114A1,4p
FAM13A,4q
FAM13A-AS1,4q
FAM149A,4q
FAM160A1,4q
FAM184B,4p
FAM193A,4p
FAM198B-AS1,4q
FAM200B,4p
FAM218A,4q
FAM241A,4q
FAM47E,4q
FAM47E-STBD1,4q
FAM53A,4p
FAM86EP,4p
FAM90A26,4p
FAT1,4q
FAT4,4q
FBXL5,4p
FBXO8,4q
FBXW7,4q
FBXW7-AS1,4q
FDCSP,4q
FGA,4q
FGB,4q
FGF2,4q
FGF5,4q
FGFBP1,4p
FGFBP2,4p
FGFR3,4p
FGFRL1,4p
FGG,4q
FHDC1,4q
FIP1L1,4q
FLJ20021,4q
FLJ38576,4q
FNIP2,4q
FRAS1,4q
FREM3,4q
FRG1,4q
FRG1-DT,4q
FRG2,4q
FRYL,4p
FSTL5,4q
FTLP10,4q
G3BP2,4q
GAB1,4q
GABRA2,4p
GABRA4,4p
GABRB1,4p
GABRG1,4p
GAK,4p
GALNT7,4q
GALNTL6,4q
GALNTL6-AS1,4q
GAR1,4q
GASK1B,4q
GATB,4q
GBA3,4p
GC,4q
GIMD1,4q
GK2,4q
GK3P,4q
GLRA3,4q
GLRB,4q
GNPDA2,4p
GNRHR,4q
GPAT3,4q
GPM6A,4q
GPR78,4p
GPRIN3,4q
GRIA2,4q
GRID2,4q
GRK4,4p
GRPEL1,4p
GRSF1,4q
GRXCR1,4p
GSTCD,4q
GSTCD-AS1,4q
GSX2,4q
GTF2IP12,4q
GUCY1A1,4q
GUCY1B1,4q
GUF1,4p
GUSBP5,4q
GYPA,4q
GYPB,4q
GYPE,4q
H2AZ1,4q
H2AZ1-DT,4q
HADH,4q
HAND2,4q
HAND2-AS1,4q
HAUS3,4p
HELQ,4q
HELT,4q
HERC3,4q
HERC5,4q
HERC6,4q
HGFAC,4p
HHIP,4q
HHIP-AS1,4q
HMGB2,4q
HMX1,4p
HNRNPD,4q
HNRNPDL,4q
HOPX,4q
HPF1,4q
HPGD,4q
HPGDS,4q
HPSE,4q
HS3ST1,4p
HSD17B11,4q
HSD17B13,4q
HSPA4L,4q
HTN1,4q
HTN3,4q
HTRA3,4p
HTT,4p
HTT-AS,4p
IBSP,4q
IDUA,4p
IGFBP7,4q
IGFBP7-AS1,4q
IL15,4q
IL2,4q
IL21,4q
IL21-AS1,4q
ING2,4q
INPP4B,4q
INTS12,4q
INTU,4q
IQCM,4q
IRF2,4q
JADE1,4q
JAKMIP1,4p
JCHAIN,4q
KCNIP4,4p
KCNIP4-IT1,4p
KCTD8,4p
KDR,4q
KIAA0232,4p
KIAA1109,4q
KIT,4q
KLB,4p
KLF3,4p
KLF3-AS1,4p
KLHL2,4q
KLHL5,4p
KLHL8,4q
KLKB1,4q
LAMTOR3,4q
LAP3,4p
LARP1B,4q
LARP7,4q
LCORL,4p
LDB2,4p
LEF1,4q
LEF1-AS1,4q
LETM1,4p
LGI2,4p
LIAS,4p
LIMCH1,4p
LIN54,4q
LINC00290,4q
LINC00499,4q
LINC00504,4p
LINC00575,4q
LINC00613,4q
LINC00616,4q
LINC00682,4p
LINC00955,4p
LINC00989,4q
LINC01060,4q
LINC01061,4q
LINC01085,4p
LINC01088,4q
LINC01091,4q
LINC01093,4q
LINC01094,4q
LINC01095,4q
LINC01096,4p
LINC01097,4p
LINC01098,4q
LINC01099,4q
LINC01179,4q
LINC01182,4p
LINC01216,4q
LINC01256,4q
LINC01258,4p
LINC01259,4p
LINC01262,4q
LINC01365,4q
LINC01378,4q
LINC01396,4p
LINC01587,4p
LINC01596,4q
LINC01612,4q
LINC01618,4q
LINC02171,4p
LINC02172,4q
LINC02173,4q
LINC02174,4q
LINC02232,4q
LINC02233,4q
LINC02260,4q
LINC02261,4p
LINC02262,4q
LINC02263,4q
LINC02264,4q
LINC02265,4p
LINC02266,4q
LINC02267,4q
LINC02268,4q
LINC02269,4q
LINC02270,4p
LINC02271,4q
LINC02273,4q
LINC02275,4q
LINC02278,4p
LINC02283,4q
LINC02353,4p
LINC02355,4q
LINC02360,4p
LINC02362,4q
LINC02363,4q
LINC02364,4p
LINC02365,4q
LINC02374,4q
LINC02380,4q
LINC02382,4q
LINC02383,4p
LINC02427,4q
LINC02428,4q
LINC02429,4q
LINC02431,4q
LINC02432,4q
LINC02433,4q
LINC02436,4q
LINC02447,4p
LINC02462,4q
LINC02465,4q
LINC02466,4q
LINC02472,4p
LINC02475,4p
LINC02479,4q
LINC02480,4q
LINC02481,4p
LINC02482,4p
LINC02483,4q
LINC02484,4p
LINC02485,4q
LINC02492,4q
LINC02493,4p
LINC02494,4q
LINC02495,4p
LINC02497,4p
LINC02499,4q
LINC02500,4q
LINC02501,4p
LINC02502,4q
LINC02505,4p
LINC02506,4p
LINC02508,4q
LINC02509,4q
LINC02510,4q
LINC02511,4q
LINC02513,4p
LINC02514,4q
LINC02516,4q
LINC02517,4p
LINC02562,4q
LINC02615,4q
LINC02616,4p
LINC02619,4q
LNCPRESS2,4q
LNX1,4q
LNX1-AS1,4q
LNX1-AS2,4q
LOC100129917,4p
LOC100129931,4p
LOC100130872,4p
LOC100419170,4q
LOC100505912,4p
LOC100506444,4q
LOC100507053,4q
LOC101927157,4p
LOC101927179,4p
LOC101927237,4q
LOC101927359,4q
LOC101927516,4q
LOC101927636,4q
LOC101928052,4q
LOC101928131,4q
LOC101928279,4p
LOC101928306,4p
LOC101928551,4q
LOC101928590,4q
LOC101928622,4p
LOC101928978,4q
LOC101929161,4p
LOC101929210,4q
LOC101929353,4q
LOC101929577,4q
LOC101929621,4q
LOC101929762,4q
LOC101930370,4q
LOC102723704,4q
LOC102724776,4q
LOC105374338,4p
LOC105374344,4p
LOC105374428,4p
LOC105374516,4p
LOC105377267,4q
LOC105377342,4q
LOC105377448,4q
LOC105377458,4q
LOC105377480,4q
LOC105377590,4q
LOC105377621,4q
LOC105377623,4q
LOC105377651,4p
LOC107986192,4q
LOC339975,4q
LOC344967,4p
LOC389199,4p
LOC389247,4q
LOC401127,4p
LOC439933,4p
LOC441052,4q
LOC550113,4q
LOC729218,4q
LOC729558,4q
LOC729870,4q
LOC93622,4p
LRAT,4q
LRBA,4q
LRIT3,4q
LRP2BP,4q
LRPAP1,4p
LRRC66,4q
LSM6,4q
LYAR,4p
MAB21L2,4q
MAD2L1,4q
MAEA,4p
MAML3,4q
MAN2B2,4p
MANBA,4q
MAP9,4q
MAPK10,4q
MAPK10-AS1,4q
MARCHF1,4q
MCUB,4q
MED28,4p
MEPE,4q
METAP1,4q
METTL14,4q
METTL14-DT,4q
MFAP3L,4q
MFSD10,4p
MFSD8,4q
MGARP,4q
MGAT4D,4q
MGST2,4q
MIR12113,4p
MIR12115,4p
MIR1243,4q
MIR1255A,4q
MIR1255B1,4p
MIR1269A,4q
MIR1305,4q
MIR1973,4q
MIR2054,4q
MIR218-1,4p
MIR297,4q
MIR302A,4q
MIR302B,4q
MIR302C,4q
MIR302CHG,4q
MIR302D,4q
MIR3138,4p
MIR3139,4q
MIR3140,4q
MIR367,4q
MIR3684,4q
MIR3688-1,4q
MIR3688-2,4q
MIR378D1,4p
MIR3945,4q
MIR3945HG,4q
MIR4274,4p
MIR4275,4p
MIR4276,4q
MIR4449,4q
MIR4450,4q
MIR4451,4q
MIR4452,4q
MIR4453,4q
MIR4453HG,4q
MIR4455,4q
MIR4798,4p
MIR4799,4q
MIR4800,4p
MIR4801,4p
MIR4802,4p
MIR5091,4p
MIR548AG1,4q
MIR548AH,4q
MIR548G,4q
MIR548I2,4p
MIR548T,4q
MIR5591,4p
MIR5705,4q
MIR571,4p
MIR572,4p
MIR573,4p
MIR574,4p
MIR575,4q
MIR576,4q
MIR577,4q
MIR578,4q
MIR6082,4q
MIR7849,4q
MIR7978,4p
MIR8053,4p
MIR8066,4q
MIR8082,4q
MIR943,4p
MIR95,4p
MMAA,4q
MMRN1,4q
MND1,4q
MOB1B,4q
MRFAP1,4p
MRFAP1L1,4p
MRPL1,4q
MRPS18C,4q
MSANTD1,4p
MSMO1,4q
MSX1,4p
MTHFD2L,4q
MTNR1A,4q
MTTP,4q
MUC7,4q
MXD4,4p
MYL5,4p
MYOZ2,4q
N4BP2,4p
NAA11,4q
NAA15,4q
NAAA,4q
NAF1,4q
NAP1L5,4q
NAT8L,4p
NCAPG,4p
NDNF,4q
NDST3,4q
NDST4,4q
NDUFC1,4q
NEIL3,4q
NEK1,4q
NELFA,4p
NEUROG2,4q
NEUROG2-AS1,4q
NFKB1,4q
NFXL1,4p
NIPAL1,4p
NKX1-1,4p
NKX3-2,4p
NKX6-1,4q
NMU,4q
NOA1,4q
NOCT,4q
NOP14,4p
NOP14-AS1,4p
NPFFR2,4q
NPNT,4q
NPY1R,4q
NPY2R,4q
NPY5R,4q
NR3C2,4q
NSD2,4p
NSG1,4p
NSUN7,4p
NUDT6,4q
NUDT9,4q
NUP54,4q
NWD2,4p
OCIAD1,4p
OCIAD1-AS1,4p
OCIAD2,4p
ODAM,4q
ODAPH,4q
OPRPN,4q
OSTC,4q
OTOP1,4p
OTUD4,4q
PABPC4L,4q
PACRGL,4p
PAICS,4q
PALLD,4q
PANCR,4q
PAPSS1,4q
PAQR3,4q
PARM1,4q
PARM1-AS1,4q
PCAT4,4q
PCDH10,4q
PCDH18,4q
PCDH7,4p
PCGF3,4p
PCNAP1,4q
PDCL2,4q
PDE5A,4q
PDE6B,4p
PDGFC,4q
PDGFRA,4q
PDHA2,4q
PDLIM3,4q
PDLIM5,4q
PDS5A,4p
PF4,4q
PF4V1,4q
PGM2,4p
PGRMC2,4q
PHOX2B,4p
PI4K2B,4p
PIGG,4p
PIGY,4q
PIGY-DT,4q
PITX2,4q
PKD2,4q
PLA2G12A,4q
PLAC8,4q
PLK4,4q
PLRG1,4q
POLN,4p
POLR2B,4q
POU4F2,4q
PP12613,4q
PPA2,4q
PPARGC1A,4p
PPAT,4q
PPBP,4q
PPBPP2,4q
PPEF2,4q
PPID,4q
PPM1K,4q
PPM1K-DT,4q
PPP2R2C,4p
PPP3CA,4q
PRDM5,4q
PRDM8,4q
PRIMPOL,4q
PRKG2,4q
PRKG2-AS1,4q
PRMT9,4q
PROM1,4p
PRR27,4q
PRSS12,4q
PRSS48,4q
PSAPL1,4p
PTPN13,4q
PTTG2,4p
PYURF,4q
QDPR,4p
QRFPR,4q
RAB28,4p
RAB33B,4q
RAB33B-AS1,4q
RAP1GDS1,4q
RAPGEF2,4q
RASGEF1B,4q
RASL11B,4q
RASSF6,4q
RBM46,4q
RBM47,4p
RBPJ,4p
RCHY1,4q
REELD1,4q
RELL1,4p
REST,4q
RFC1,4p
RGS12,4p
RHOH,4p
RNF150,4q
RNF175,4q
RNF212,4p
RNF4,4p
RPL21P44,4q
RPL34,4q
RPL34-DT,4q
RPL9,4p
RPS3A,4q
RRH,4q
RUFY3,4q
RWDD4,4q
RXFP1,4q
S100P,4p
SAP30,4q
SCARB2,4q
SCARNA22,4p
SCD5,4q
SCFD2,4q
SCLT1,4q
SCOC,4q
SCOC-AS1,4q
SCRG1,4q
SDAD1,4q
SDAD1-AS1,4q
SEC24B,4q
SEC24B-AS1,4q
SEC24D,4q
SEC31A,4q
SEL1L3,4p
SEPSECS,4p
SEPSECS-AS1,4p
SEPTIN11,4q
SEPTIN7P14,4q
SETD7,4q
SFRP2,4q
SGCB,4q
SGMS2,4q
SH3BP2,4p
SH3D19,4q
SH3RF1,4q
SH3TC1,4p
SHISA3,4p
SHROOM3,4q
SLAIN2,4p
SLBP,4p
SLC10A4,4p
SLC10A6,4q
SLC10A7,4q
SLC25A31,4q
SLC25A4,4q
SLC26A1,4p
SLC2A9,4p
SLC30A9,4p
SLC34A2,4p
SLC39A8,4q
SLC49A3,4p
SLC4A4,4q
SLC7A11,4q
SLC7A11-AS1,4q
SLC9B1,4q
SLC9B2,4q
SLED1,4q
SLIT2,4p
SLIT2-IT1,4p
SMAD1,4q
SMAD1-AS1,4q
SMAD1-AS2,4q
SMARCA5,4q
SMARCA5-AS1,4q
SMARCAD1,4q
SMIM14,4p
SMIM20,4p
SMIM31,4q
SMIM43,4q
SMR3A,4q
SMR3B,4q
SNCA,4q
SNCA-AS1,4q
SNHG27,4q
SNHG8,4q
SNORA101A,4q
SNORA24,4q
SNORA26,4q
SNORA75B,4p
SNORD143,4q
SNORD144,4q
SNORD161,4q
SNORD162,4p
SNORD73A,4q
SNORD73B,4q
SNX25,4q
SOD3,4p
SORBS2,4q
SORCS2,4p
SOWAHB,4q
SPARCL1,4q
SPATA18,4q
SPATA4,4q
SPATA5,4q
SPCS3,4q
SPINK2,4q
SPOCK3,4q
SPON2,4p
SPP1,4q
SPRY1,4q
SRD5A3,4q
SRD5A3-AS1,4q
SRP72,4q
STAP1,4q
STATH,4q
STBD1,4q
STIM2,4p
STIM2-AS1,4p
STK32B,4p
STOX2,4q
STPG2,4q
STPG2-AS1,4q
STX18,4p
STX18-AS1,4p
STX18-IT1,4p
SULT1B1,4q
SULT1E1,4q
SYNPO2,4q
SYT14P1,4q
TACC3,4p
TACR3,4q
TADA2B,4p
TAPT1,4p
TAPT1-AS1,4p
TBC1D1,4p
TBC1D14,4p
TBC1D19,4p
TBC1D9,4q
TBCK,4q
TDO2,4q
TEC,4p
TECRL,4q
TEMN3-AS1,4q
TENM3,4q
TENM3-AS1,4q
TET2,4q
TET2-AS1,4q
THAP6,4q
THAP9,4q
THAP9-AS1,4q
THEGL,4q
TIFA,4q
TIGD2,4q
TIGD4,4q
TKTL2,4q
TLL1,4q
TLR1,4p
TLR10,4p
TLR2,4q
TLR3,4q
TLR6,4p
TMA16,4q
TMED11P,4p
TMEM128,4p
TMEM129,4p
TMEM131L,4q
TMEM144,4q
TMEM150C,4q
TMEM154,4q
TMEM156,4p
TMEM165,4q
TMEM175,4p
TMEM184C,4q
TMEM192,4q
TMEM271,4p
TMEM33,4p
TMPRSS11A,4q
TMPRSS11B,4q
TMPRSS11BNL,4q
TMPRSS11D,4q
TMPRSS11E,4q
TMPRSS11F,4q
TMPRSS11GP,4q
TNIP2,4p
TNIP3,4q
TNRC18P1,4q
TRAM1L1,4q
TRAPPC11,4q
TRIM2,4q
TRIM60,4q
TRIM61,4q
TRIML1,4q
TRIML2,4q
TRMT10A,4q
TRMT44,4p
TRPC3,4q
TSPAN5,4q
TTC29,4q
TXK,4p
UBA6,4q
UBA6-AS1,4q
UBE2D3,4q
UBE2D3-AS1,4q
UBE2K,4p
UCHL1,4p
UCHL1-AS1,4p
UCP1,4q
UFSP2,4q
UGDH,4p
UGDH-AS1,4p
UGT2A1,4q
UGT2A2,4q
UGT2A3,4q
UGT2B10,4q
UGT2B11,4q
UGT2B15,4q
UGT2B17,4q
UGT2B28,4q
UGT2B4,4q
UGT2B7,4q
UGT8,4q
UNC5C,4q
USO1,4q
USP17L10,4p
USP17L11,4p
USP17L12,4p
USP17L13,4p
USP17L15,4p
USP17L17,4p
USP17L18,4p
USP17L19,4p
USP17L20,4p
USP17L21,4p
USP17L22,4p
USP17L24,4p
USP17L25,4p
USP17L26,4p
USP17L27,4p
USP17L28,4p
USP17L29,4p
USP17L30,4p
USP17L5,4p
USP17L6P,4p
USP17L9P,4p
USP38,4q
USP46,4q
USP46-DT,4q
USP53,4q
UTP3,4q
UVSSA,4p
VEGFC,4q
WDFY3,4q
WDFY3-AS2,4q
WDR1,4p
WDR17,4q
WDR19,4p
WFS1,4p
WWC2,4q
WWC2-AS1,4q
WWC2-AS2,4q
YIPF7,4p
YTHDC1,4q
ZAR1,4p
ZBTB49,4p
ZCCHC4,4p
ZFP42,4q
ZFYVE28,4p
ZGRF1,4q
ZNF141,4p
ZNF330,4q
ZNF518B,4p
ZNF595,4p
ZNF718,4p
ZNF721,4p
ZNF732,4p
ZNF827,4q
ZNF876P,4p
AACSP1,5q
ABLIM3,5q
ACOT12,5q
ACSL6,5q
ACTBL2,5q
ADAM19,5q
ADAMTS12,5p
ADAMTS16,5p
ADAMTS19,5q
ADAMTS19-AS1,5q
ADAMTS2,5q
ADAMTS6,5q
ADCY2,5p
ADGRV1,5q
ADRA1B,5q
ADRB2,5q
AFAP1L1,5q
AFF4,5q
AGGF1,5q
AGXT2,5p
AHRR,5p
AK6,5q
ALDH7A1,5q
AMACR,5p
ANKDD1B,5q
ANKH,5p
ANKHD1,5q
ANKHD1-EIF4EBP3,5q
ANKRA2,5q
ANKRD31,5q
ANKRD33B,5p
ANKRD34B,5q
ANKRD55,5q
ANXA2R,5p
ANXA6,5q
AP3B1,5q
AP3S1,5q
APBB3,5q
APC,5q
ARAP3,5q
ARHGAP26,5q
ARHGAP26-AS1,5q
ARHGAP26-IT1,5q
ARHGEF28,5q
ARHGEF37,5q
ARL10,5q
ARL14EPL,5q
ARL15,5q
ARRDC3,5q
ARRDC3-AS1,5q
ARSB,5q
ARSI,5q
ARSK,5q
ATG10,5q
ATG12,5q
ATOX1,5q
ATP10B,5q
ATP6AP1L,5q
ATP6V0E1,5q
ATPSCKMT,5p
B4GALT7,5q
BASP1,5p
BASP1-AS1,5p
BDP1,5q
BHMT,5q
BHMT2,5q
BNIP1,5q
BOD1,5q
BRD8,5q
BRD9,5p
BRIX1,5p
BTF3,5q
BTNL3,5q
BTNL8,5q
BTNL9,5q
C1QTNF2,5q
C1QTNF3,5p
C1QTNF3-AMACR,5p
C5orf15,5q
C5orf17,5p
C5orf22,5p
C5orf24,5q
C5orf34,5p
C5orf38,5p
C5orf46,5q
C5orf47,5q
C5orf49,5p
C5orf51,5p
C5orf52,5q
C5orf58,5q
C5orf60,5q
C5orf63,5q
C5orf64,5q
C5orf64-AS1,5q
C5orf66,5q
C5orf66-AS1,5q
C5orf66-AS2,5q
C5orf67,5q
C6,5p
C7,5p
C9,5p
CAMK2A,5q
CAMK4,5q
CAMLG,5q
CANX,5q
CAPSL,5p
CARD6,5p
CARMN,5q
CARTPT,5q
CAST,5q
CATSPER3,5q
CBY3,5q
CCDC112,5q
CCDC125,5q
CCDC127,5p
CCDC152,5p
CCDC192,5q
CCDC69,5q
CCL28,5p
CCNB1,5q
CCNG1,5q
CCNH,5q
CCNI2,5q
CCNJL,5q
CCNO,5q
CCT5,5p
CD14,5q
CD180,5q
CD74,5q
CDC20B,5q
CDC23,5q
CDC25C,5q
CDC42SE2,5q
CDH10,5p
CDH12,5p
CDH18,5p
CDH18-AS1,5p
CDH6,5p
CDH9,5p
CDHR2,5q
CDK7,5q
CDKL3,5q
CDKN2AIPNL,5q
CDO1,5q
CDX1,5q
CENPH,5q
CENPK,5q
CEP120,5q
CEP72,5p
CERT1,5q
CETN3,5q
CHD1,5q
CHSY3,5q
CKMT2,5q
CKMT2-AS1,5q
CLINT1,5q
CLK4,5q
CLMAT3,5q
CLPTM1L,5p
CLTB,5q
CMBL,5p
CMYA5,5q
CNOT6,5q
CNOT8,5q
COL23A1,5q
COMMD10,5q
COX7C,5q
CPEB4,5q
CPLANE1,5p
CPLX2,5q
CREBRF,5q
CRHBP,5q
CRSP8P,5q
CSF1R,5q
CSF2,5q
CSNK1A1,5q
CSNK1G3,5q
CTB-178M22.2,5q
CTC-338M12.4,5q
CTD-2194D22.4,5p
CTD-2297D10.2,5p
CTD-2350J17.1,5p
CTD-3080P12.3,5p
CTNNA1,5q
CTNND2,5p
CTXN3,5q
CWC27,5q
CXCL14,5q
CXXC5,5q
CXXC5-AS1,5q
CYFIP2,5q
CYSTM1,5q
DAB2,5p
DAP,5p
DBN1,5q
DCANP1,5q
DCP2,5q
DCTN4,5q
DDX4,5q
DDX41,5q
DDX46,5q
DELE1,5q
DEPDC1B,5q
DHFR,5q
DHX29,5q
DIAPH1,5q
DIAPH1-AS1,5q
DIMT1,5q
DMGDH,5q
DMXL1,5q
DNAH5,5p
DNAJC18,5q
DNAJC21,5p
DND1,5q
DOCK2,5q
DOK3,5q
DPYSL3,5q
DRD1,5q
DROSHA,5p
DTWD2,5q
DUSP1,5q
EBF1,5q
ECSCR,5q
EDIL3,5q
EFCAB9,5q
EFNA5,5q
EGFLAM,5p
EGFLAM-AS2,5p
EGFLAM-AS4,5p
EGR1,5q
EIF4E1B,5q
EIF4EBP3,5q
ELL2,5q
ELOVL7,5q
EMB,5q
ENC1,5q
EPB41L4A,5q
EPB41L4A-AS1,5q
EPB41L4A-DT,5q
ERAP1,5q
ERAP2,5q
ERBIN,5q
ERCC8,5q
ERGIC1,5q
ESM1,5q
ETF1,5q
EXOC3,5p
EXOC3-AS1,5p
F12,5q
F2R,5q
F2RL1,5q
F2RL2,5q
FABP6,5q
FAF2,5q
FAM114A2,5q
FAM13B,5q
FAM151B,5q
FAM153A,5q
FAM153B,5q
FAM153CP,5q
FAM169A,5q
FAM170A,5q
FAM172A,5q
FAM174A,5q
FAM193B,5q
FAM53C,5q
FAM71B,5q
FAM81B,5q
FASTKD3,5p
FAT2,5q
FAXDC2,5q
FBLL1,5q
FBN2,5q
FBXL17,5q
FBXL21P,5q
FBXL7,5p
FBXO38,5q
FBXO4,5p
FBXW11,5q
FCHO2,5q
FCHSD1,5q
FEM1C,5q
FER,5q
FGF1,5q
FGF10,5p
FGF10-AS1,5p
FGF18,5q
FGFR4,5q
FLJ31104,5q
FLJ32255,5p
FLT4,5q
FNDC9,5q
FNIP1,5q
FOXD1,5q
FOXI1,5q
FST,5q
FSTL4,5q
FTMT,5q
FYB1,5p
G3BP1,5q
GABRA1,5q
GABRA6,5q
GABRB2,5q
GABRG2,5q
GABRP,5q
GALNT10,5q
GAPT,5q
GCNT4,5q
GDF9,5q
GDNF,5p
GDNF-AS1,5p
GEMIN5,5q
GFM2,5q
GFPT2,5q
GFRA3,5q
GHR,5p
GIN1,5q
GLRA1,5q
GLRX,5q
GM2A,5q
GMCL2,5q
GNPDA1,5q
GOLPH3,5p
GPBP1,5q
GPR150,5q
GPR151,5q
GPRIN1,5q
GPX3,5q
GPX8,5q
GRAMD2B,5q
GRIA1,5q
GRK6,5q
GRM6,5q
GRPEL2,5q
GRPEL2-AS1,5q
GRXCR2,5q
GTF2H2,5q
GTF2H2B,5q
GTF2H2C,5q
GTF2H2C_2,5q
GUSBP1,5p
GUSBP14,5q
GUSBP15,5q
GUSBP16,5q
GUSBP17,5q
GUSBP3,5q
GZMA,5q
GZMK,5q
H3Y1,5p
H3Y2,5p
HAND1,5q
HAPLN1,5q
HARS1,5q
HARS2,5q
HAVCR1,5q
HAVCR2,5q
HBEGF,5q
HCN1,5p
HDAC3,5q
HEIH,5q
HEXB,5q
HIGD2A,5q
HINT1,5q
HK3,5q
HMGCR,5q
HMGCS1,5p
HMGXB3,5q
HMHB1,5q
HMMR,5q
HMMR-AS1,5q
HNRNPA0,5q
HNRNPAB,5q
HNRNPH1,5q
HOMER1,5q
HRAT5,5p
HRH2,5q
HSD17B4,5q
HSPA4,5q
HSPA9,5q
HSPB3,5q
HTR1A,5q
HTR4,5q
ICE1,5p
IGIP,5q
IK,5q
IL12B,5q
IL13,5q
IL17B,5q
IL3,5q
IL31RA,5q
IL4,5q
IL5,5q
IL6ST,5q
IL7R,5p
IL9,5q
INSYN2B,5q
IPO11,5q
IPO11-LRRC70,5q
IQGAP2,5q
IRF1,5q
IRF1-AS1,5q
IRGM,5q
IRX1,5p
IRX2,5p
IRX4,5p
ISL1,5q
ISOC1,5q
ITGA1,5q
ITGA2,5q
ITK,5q
JADE2,5q
JAKMIP2,5q
JAKMIP2-AS1,5q
JMY,5q
KCNIP1,5q
KCNIP1-AS1,5q
KCNIP1-OT1,5q
KCNMB1,5q
KCNN2,5q
KCTD16,5q
KDM3B,5q
KIAA0825,5q
KIAA1191,5q
KIF20A,5q
KIF2A,5q
KIF3A,5q
KIF4B,5q
KLHL3,5q
LARP1,5q
LARS1,5q
LCP2,5q
LEAP2,5q
LECT2,5q
LHFPL2,5q
LIFR,5p
LIFR-AS1,5p
LINC00461,5q
LINC00491,5q
LINC00492,5q
LINC00603,5p
LINC00847,5q
LINC00992,5q
LINC01017,5p
LINC01018,5p
LINC01019,5p
LINC01020,5p
LINC01023,5q
LINC01033,5q
LINC01170,5q
LINC01184,5q
LINC01187,5q
LINC01194,5p
LINC01202,5q
LINC01265,5p
LINC01331,5q
LINC01333,5q
LINC01335,5q
LINC01337,5q
LINC01338,5q
LINC01339,5q
LINC01340,5q
LINC01366,5q
LINC01377,5p
LINC01386,5q
LINC01411,5q
LINC01455,5q
LINC01470,5q
LINC01484,5q
LINC01485,5q
LINC01511,5p
LINC01554,5q
LINC01574,5q
LINC01843,5q
LINC01844,5q
LINC01845,5q
LINC01846,5q
LINC01847,5q
LINC01848,5q
LINC01861,5q
LINC01932,5q
LINC01933,5q
LINC01942,5q
LINC01944,5q
LINC01947,5q
LINC01948,5q
LINC01949,5q
LINC01950,5q
LINC01951,5q
LINC01957,5q
LINC01962,5q
LINC02039,5q
LINC02056,5q
LINC02057,5q
LINC02059,5q
LINC02060,5q
LINC02062,5q
LINC02064,5p
LINC02065,5q
LINC02101,5q
LINC02102,5p
LINC02103,5p
LINC02104,5p
LINC02105,5q
LINC02106,5q
LINC02107,5p
LINC02108,5q
LINC02109,5p
LINC02110,5p
LINC02111,5p
LINC02112,5p
LINC02113,5q
LINC02114,5p
LINC02115,5q
LINC02116,5p
LINC02118,5q
LINC02119,5p
LINC02120,5p
LINC02121,5p
LINC02123,5p
LINC02143,5q
LINC02145,5p
LINC02146,5p
LINC02147,5q
LINC02148,5q
LINC02149,5p
LINC02150,5p
LINC02159,5q
LINC02160,5p
LINC02162,5p
LINC02197,5q
LINC02198,5q
LINC02199,5p
LINC02200,5q
LINC02201,5q
LINC02202,5q
LINC02208,5q
LINC02211,5p
LINC02212,5p
LINC02213,5p
LINC02214,5q
LINC02215,5q
LINC02217,5p
LINC02218,5p
LINC02219,5q
LINC02220,5p
LINC02221,5p
LINC02222,5q
LINC02223,5p
LINC02224,5p
LINC02225,5q
LINC02226,5p
LINC02227,5q
LINC02228,5p
LINC02229,5q
LINC02230,5q
LINC02234,5q
LINC02236,5p
LINC02239,5p
LINC02240,5q
LINC02241,5p
LINC02242,5q
LINC02488,5q
LINCADL,5q
LINCR-0003,5q
LIX1,5q
LMAN2,5q
LMBRD2,5p
LMNB1,5q
LMNB1-DT,5q
LNPEP,5q
LOC100128059,5q
LOC100128340,5q
LOC100128966,5q
LOC100130172,5q
LOC100130744,5p
LOC100132356,5p
LOC100133050,5q
LOC100268168,5q
LOC100288254,5q
LOC100289230,5q
LOC100303749,5q
LOC100505841,5q
LOC100506406,5p
LOC100506639,5p
LOC100506688,5p
LOC100506858,5p
LOC100507387,5q
LOC100652758,5q
LOC100996325,5p
LOC100996385,5q
LOC100996419,5q
LOC101926905,5q
